Country Name,Country Code,Year,Forest area (% of land area),Urban population (% of total population),Urban population growth (annual %),"Access to electricity, urban (% of urban population)",Renewable energy consumption (% of total final energy consumption),Individuals using the Internet (% of population),Adjusted savings: carbon dioxide damage (% of GNI),Adjusted savings: energy depletion (% of GNI),Adjusted savings: mineral depletion (% of GNI),Merchandise trade (% of GDP),Adjusted savings: natural resources depletion (% of GNI),Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Trade (% of GDP),Forest rents (% of GDP),Mineral rents (% of GDP),GDP (current US$),"GDP per capita, PPP (current international $)",GNI (current US$),"Compulsory education, duration (years)","Probability of dying among children ages 5-9 years (per 1,000)","Probability of dying among adolescents ages 10-14 years (per 1,000)","Probability of dying among adolescents ages 15-19 years (per 1,000)","Probability of dying among youth ages 20-24 years (per 1,000)",Number of infant deaths,"International tourism, number of arrivals","Net bilateral aid flows from DAC donors, United States (current US$)","Net bilateral aid flows from DAC donors, Japan (current US$)","Net bilateral aid flows from DAC donors, Germany (current US$)","Net bilateral aid flows from DAC donors, United Kingdom (current US$)","Net bilateral aid flows from DAC donors, Norway (current US$)","Net bilateral aid flows from DAC donors, Total (current US$)",Current health expenditure (% of GDP),Prevalence of undernourishment (% of population),"International tourism, expenditures (% of total imports)","Communications, computer, etc. (% of service imports, BoP)","Foreign direct investment, net outflows (BoP, current US$)",CO2 emissions (metric tons per capita),Cost of business start-up procedures (% of GNI per capita),Military expenditure (% of GDP),Import value index (2000 = 100),Market capitalization of listed domestic companies (% of GDP),"Listed domestic companies, total",Energy intensity level of primary energy (MJ/$2011 PPP GDP),"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",Research and development expenditure (% of GDP),Researchers in R&D (per million people),"Automated teller machines (ATMs) (per 100,000 adults)","Hospital beds (per 1,000 people)","Physicians (per 1,000 people)",High-technology exports (current US$),"New business density (new registrations per 1,000 people ages 15-64)",Exports as a capacity to import (constant LCU),"International tourism, number of departures"
Guam,GUM,2010,44.44444444444444,94.099,0.2268770032501012,100.0,0.0,54.04,,,,,,17.094362497474236,54.94039199838351,72.03475449585774,0.0,0.0,4949000000.0,,,,,,,,,1197000.0,,,,,,,,,,,,,,,226.1904762,,,,100.0,,,,,,,,903250459.7278413,
Guatemala,GTM,2010,34.738708473310936,48.403,2.4562041594303974,95.1770935058594,67.1608963012695,10.5,0.807664566891335,0.343812090378,0.474630954260889,54.82535927517821,2.220337155964419,26.22546433415941,36.89972824046276,63.12519257462218,1.510574321495,0.62932418990856,40676432028.59341,6618.190532287109,39642735659.85753,16.0,2.2,2.4,6.8,10.0,11557.0,1384000.0,100500000.0,41240001.6784668,13460000.038147,230000.004172325,9380000.11444092,387240002.2801013,6.12487125,16.5,5.875811425859502,19.89516844235925,494481660.0,0.8029629261848454,49.1,0.441382604389834,267.5929149,,,4.34512736791726,100.0,0.0435,24.81132,,0.6,,228548349.0,0.6284222345221,89515344147.72278,694000.0
Guinea,GIN,2010,26.733680612078786,33.678,3.115217334083748,72.0039749145508,75.709098815918,1.0,1.09692610046596,0.0,4.18822815448438,41.96415682910071,7.67088992299889,30.341203976310467,43.20536258336397,73.54656655967443,8.60260405050351,6.68947629685441,6853467857.611266,1653.7194362980747,6776357857.333589,6.0,16.0,8.5,16.6,19.2,29601.0,12399.9996185303,21829999.9237061,10800000.1907349,13289999.961853,,,164250001.0468067,3.42734981,,0.8886667222083369,34.62036023484924,-101350000.0,0.2452863806797533,147.7,,229.5620915,,,11.397190775503,100.0,,,0.765593359461941,,,,,11906933254500.0,
Guinea-Bissau,GNB,2010,73.41500711237553,40.111,3.562957857417278,11.8,87.8070983886719,2.45,0.802949707576538,0.0,0.0,38.00543592975281,0.0,14.90607945019797,35.22432160565022,50.13040105584818,14.9307324853906,0.0,849878424.2259864,1338.9810482140092,846239040.5467484,9.0,16.7,6.3,14.1,17.1,4249.0,22299.9992370605,6519999.98092651,16110000.610351602,1340000.0333786,70000.0002980232,,70880000.58941545,6.2611661,,9.861873203355245,39.284321372854805,-1470000.0,0.1576248043646308,183.3,2.01752612867555,329.8866059,,,12.8677153105557,100.0,,,1.50173912943027,,,,,60338265505.39673,
Guyana,GUY,2010,94.08082296164592,26.634,-0.6496788201331376,92.303337097168,30.2868003845215,29.9,1.42321037841918,0.0,4.4568994146541,66.32850734696679,4.4568994146541,,,,7.91981846534041,6.67238432005091,3432913073.2415423,9319.392419253389,3445692953.0471315,6.0,2.1,2.7,5.9,10.3,485.0,152000.0,21639999.3896484,6539999.96185303,730000.019073486,1620000.00476837,29229999.5422363,93269998.93411988,4.21897697,7.3,,38.98934454934441,,2.3484514897989137,17.0,1.37543688813925,243.8219895,,,7.35759977943686,100.0,,,14.5672445663194,,0.6872,74241.0,0.25138048020009,,
Haiti,HTI,2010,13.729317851959363,47.509,3.618577509586987,70.7736206054688,78.9946975708008,8.37,0.519704870671756,0.0,0.0,31.40990837373053,0.618244742023537,8.570288158164932,36.15158229565482,44.72187045381976,0.677029404493689,0.0,11859315078.790165,2654.6874953425954,11881597691.368805,6.0,100.7,94.5,88.2,94.2,27949.0,793000.0,1077900024.41406,71980003.3569336,43569999.6948242,26170000.0762939,66779998.779296905,2587290012.143551,4.62583256,47.5,10.052897340030102,48.439548962011706,0.0,0.2472531283048747,250.9,,303.6307134,,,10.5830589016329,100.0,,,,,,,0.0649675916886943,46120724415.69367,
Honduras,HND,2010,58.767271427294666,51.885,3.3046240521617207,98.759449,52.1040992736816,11.09,1.54415515303732,0.0,0.380516109066121,96.4484321744501,0.512341451953715,45.75890619674826,63.68293204493361,109.44183824168188,1.83675935400419,0.525851263897861,15729649158.588305,3778.461923878599,15005830709.973673,9.0,2.5,2.9,4.8,7.2,4122.0,1965000.0,100839996.337891,16040000.9155273,14050000.1907349,25260000.2288818,1490000.00953674,336959995.1244894,8.72536373,15.9,5.221733528345805,11.869350906131212,-363199367.179228,0.9870793596175376,46.2,1.07445720815541,223.3560125,,,5.87186533800778,100.0,,,16.276057341802,0.8,0.295,19523512.0,,72817764322.19044,1090000.0
Hong Kong SAR  China,HKG,2010,,100.0,0.7344463963381052,100.0,0.161100000143051,72.0,0.492394441492838,0.0,0.0,368.2949089021647,,205.32259735229675,199.4479635563622,404.770560908659,0.0014389952216794,0.0,228637697575.03992,49185.22786684416,233476805848.73605,9.0,,,,,,36030000.0,,,,,,,,2.5,3.806300405783783,46.31944747216643,98430785903.4648,,2.0,,206.2068183,1185.85700816469,1396.0,1.6941603541589,,0.74946,3114.55198,46.8777707389278,,,2527688328.00001,26.4418311929846,4178232439670.458,84442000.0
Hungary,HUN,2010,22.60455097757649,68.911,0.4306094612864733,100.0,13.4565000534058,65.0,1.13799029060075,0.358292119955421,5.72697438432734e-05,138.89391569439542,0.3583493896992643,81.0730875891148,76.3253966576999,157.39848424681472,0.101849640947765,0.0026398537235585,132231134158.60806,21751.83383928095,126010007493.99858,13.0,0.6,0.7,1.7,2.3,470.0,39904000.0,,,,,,,7.46319818,2.5,2.888879257970923,60.70723918640717,-24706977768.2457,4.7879889876253285,8.2,1.02399560793212,274.086638,20.95452797581273,48.0,4.85584450285492,100.0,1.1376,2149.8141,56.6946557623123,7.18,2.8896,20245774000.0,6.41135004039227,24097892734473.69,16082000.0
Iceland,ISL,2010,0.4455860349127182,93.574,-0.0765825415807209,100.0,75.4182968139648,93.39,0.503192049964645,0.0,0.0,61.98748913721654,,51.7462338383325,41.90016434344638,93.64639818177888,0.0,0.0,13751161917.739773,39775.297075814735,11120562233.149914,10.0,0.4,0.5,1.6,2.1,10.0,559000.0,,,,,,,8.36173058,2.5,,38.01848725043967,-2491669711.29736,6.1627274470901545,2.3,,151.3909231,,,18.3194279689963,16.8128143430919,,,81.3824698190133,3.58,3.5654,142432244.0,7.59422595512715,902459252970.8948,299000.0
India,IND,2010,23.37422095459759,30.93,2.465488847314557,94.0,41.1128005981445,7.5,2.95764994743001,0.949198537949571,0.873224284038369,34.4102842549686,2.145552210915474,22.40093324882384,26.854273248656817,49.25520649748065,0.376556692686305,1.51315665659808,1675615335600.5637,4236.744347948673,1657660320258.899,8.0,5.1,4.0,6.3,8.7,1173533.0,5776000.0,62799999.237060495,981140014.648438,396929992.675781,650340026.855469,23989999.7711182,2319450036.30966,3.27211905,16.0,,47.42692263770616,15968099287.9994,1.3492144658129244,,2.88946132772858,679.7614265,105.1829632465878,5034.0,5.35317924225662,100.0,0.78849,156.21967,7.2404326329752,0.47,0.6858,10659475119.0,0.109500411251798,18812319619116.992,12988000.0
Indonesia,IDN,2010,55.01261336851461,49.914,2.912809340099642,98.96,34.8112983703613,10.92,1.66547750110978,3.24547838988618,0.950246361627768,38.86164340867167,4.195724751513948,24.299030936640783,22.402242939232924,46.7012738758737,0.461945655395598,1.5147184752899,755094160363.0709,8505.748148018845,734988313962.7349,9.0,4.0,2.9,6.0,5.6,139744.0,7003000.0,177360000.61035198,61139999.3896484,-12600000.3814697,26850000.3814697,41939998.626709,1091069998.6703691,2.7908783,13.0,5.798210666292269,36.44310866371645,4185676275.97265,1.7240735808834602,,0.617587091951932,310.4094506,47.7275708008012,420.0,4.3418454484607,96.4230587767447,,,13.0398904797935,0.57,0.243,7056094849.0,0.237988542275024,1667917825501200.0,6235000.0
Iran  Islamic Rep.,IRN,2010,6.564490778260764,70.626,1.968197198548971,99.9079971313477,0.897300004959106,15.9,3.36011738920487,5.80415271610099,0.3737578540828,34.24761543393327,6.177910570183791,24.39965328290902,19.370990454230903,43.77064373713993,0.0115312530654518,0.952826406930059,486807615326.1469,17388.895614462675,486886672784.6854,8.0,2.7,2.7,5.3,7.3,21890.0,2938000.0,1559999.94277954,-7130000.11444092,45759998.3215332,,7340000.15258789,77039998.61516054,6.69382286,6.0,,,238955999.9,7.46842715607367,4.2,2.7865480606164,470.6000863,17.797897418254788,369.0,6.57547243934008,100.0,0.26442,743.10098,30.5799753903753,1.74,,,,1559726042378018.5,
Iraq,IRQ,2010,1.8995210904402284,69.103,2.7971139062294754,99.6606826782227,1.67729997634888,2.5,2.28797866808545,8.27783633232386,3.60897932983346e-06,69.59304129933325,8.27783994130319,39.41682921428004,34.08065040596428,73.4974796202443,0.0056104909474013,0.0046394629810979,138516722649.57266,12717.01713657562,140109922649.57266,6.0,3.5,3.3,4.5,5.0,28666.0,1518000.0,1609609985.35156,144440002.44140598,36849998.4741211,30979999.5422363,7699999.80926514,2048349986.1117425,3.23055601,31.6,3.5493680005933275,5.634916611750393,124900000.0,4.042434704323791,92.5,2.70935227972459,332.4398183,,,4.01433411531913,100.0,0.03684,432.01568,2.2244127391482,1.3,0.6636,,0.155251872863677,55401498518776.16,
Ireland,IRL,2010,10.456960371606913,61.542,0.8703998995642046,100.0,5.24100017547607,69.85,0.614428476600248,0.0079311229099059,0.0772980833446966,79.7497089997806,0.0852292062546025,103.2465662825138,86.59302796011092,189.8395942426248,0.0182314836543793,0.0718120595000298,221659742984.7504,43203.12007537969,185645132293.9076,10.0,0.4,0.5,1.9,2.8,255.0,7134000.0,,,,,,,10.50632477,2.5,4.236465245247519,77.80703370953293,16823038798.9899,8.90978486476885,0.4,0.573792993546812,118.3854484,27.2346747258266,50.0,2.9533808797076,49.3392349914634,1.59153,3112.64841,90.3858520811308,2.73,4.1326,23343995162.0,4.43473024281539,187080293710.7769,6917000.0
Isle of Man,IMN,2010,6.0701754385964914,51.994,0.5978853187713293,100.0,1.9342999458313,,,,0.0,,,,,,0.0,0.0,5920177688.504327,,5981738257.10754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.449,,49.0933565602977,,
Israel,ISR,2010,7.116451016635859,91.826,1.8953867531344333,100.0,8.55370044708252,67.5,0.856288210332527,0.0326999473739449,0.0366542237358691,49.911659609822586,0.069354171109814,34.666425423821536,32.7914987482716,67.45792417209313,0.0001970236064028,0.0887838417168435,234654589559.973,28840.04535430326,230313642107.7969,13.0,0.6,0.6,1.3,1.9,566.0,3444000.0,,,,,,,7.01663876,2.5,6.079883673376653,46.45744936354175,7943400000.0,9.248911275512882,4.3,5.93634504002675,162.4184047,96.99959861293334,596.0,4.29571625886144,100.0,3.93541,,120.916629201447,3.16,6.9675,10584454000.0,3.42755313855077,298553285656.1025,4269000.0
Italy,ITA,2010,30.693003331746787,68.327,0.4804389505175458,100.0,12.7934999465942,53.68,0.571353937275224,0.0858013337297305,0.0003515419782341,43.7836076655422,0.0861528757079647,25.07404985131691,26.932138522965044,52.00618837428195,0.0134602127751099,0.0004773640884087,2134017843247.156,35158.44184353208,2129496390595.889,12.0,0.4,0.5,1.4,2.0,1887.0,73225000.0,,,,,,,8.91602039,2.5,,43.77604272666865,30727883013.9971,6.836836362151205,18.7,1.50049457592519,203.9938574,25.072842370701352,290.0,3.43437098196747,98.1121664773954,1.21797,1743.3443,100.013993202253,3.64,7.632,29262023021.0,2.25160767209009,415608338447.1094,55304000.0
Jamaica,JAM,2010,51.56509695290858,53.743,0.8684822000806028,95.8,8.98369979858398,27.67,1.60666420680943,0.0,0.138587867851744,49.56674713583933,0.138587867851744,31.33526662913424,49.5851336897468,80.92040031888104,0.224589137914333,1.20174205240738,13220556882.704617,7900.19947850272,12725939352.792154,6.0,1.5,1.8,4.2,6.3,773.0,2832000.0,-3799999.95231628,-2119999.88555908,-6199999.80926514,3920000.07629395,119999.997317791,104870000.77031574,5.29506874,9.6,3.6412786280779423,38.75386373948027,16324600.64,2.661482232115409,5.2,0.874180242544111,158.2701896,29.38113753045895,48.0,4.97336573842894,100.0,,,25.0091773443179,1.76,,2935421.0,1.11007674916772,246882812807.0286,
Japan,JPN,2010,68.49382716049382,90.812,0.9283595327648572,100.0,4.79400014877319,78.21,0.572272185097488,0.0048232375203656,0.0020247615514337,25.417863480642914,0.0068479990717993,14.918503449642811,13.579969244196096,28.49847269383891,0.0098236887985423,0.00283501021595,5759071769013.113,35335.37351038142,5912477091132.791,9.0,0.5,0.4,1.2,2.1,2606.0,8611000.0,,,,,,,9.0630064,2.7,4.964178936278266,48.78315747839521,79656513836.6291,9.026938393066292,,0.9588511333975548,182.8829701,66.46512412982024,2281.0,4.73517346493524,92.5888312183221,3.13708,5103.62526,130.927765958548,13.51,2.2059,129808092778.0,0.0884809780686585,85123657451832.39,16637000.0
Jordan,JOR,2010,1.0982203198918676,86.088,6.561438276296815,100.0,2.97709989547729,27.2,2.24636898323321,0.0196575917318347,0.181855713205552,83.2614542817828,0.2261720210590456,46.997142642245386,67.22553505187983,114.22267769412522,0.0308197149104741,1.59647740254079,27133804225.35212,9460.29137317501,26919156338.02817,10.0,1.9,1.4,3.6,4.1,3548.0,8078000.0,368399993.896484,-50889999.3896484,39400001.5258789,2640000.10490417,370000.0047683721,541450000.8765609,8.17025661,7.1,9.516808993622323,9.306772908366542,28450704.2253521,2.781778688573128,25.4,5.89542084649105,338.5457607,113.748959577007,277.0,4.3700287327299,100.0,,,24.6470830650751,1.8,2.2326,122345003.0,0.76839344737639,9939639825.017372,2708000.0
Kazakhstan,KAZ,2010,1.1416748231284957,56.827,1.540051355127542,100.0,1.38209998607635,31.6,5.51483937241131,9.21385073873776,2.15066181325574,61.5195078347215,11.3645125519935,44.24417949847349,29.894086397310687,74.13826589578419,0.0040768359370227,3.89619819997403,148047348240.64334,19225.0769114856,128671748240.64336,9.0,1.9,2.0,4.4,7.7,6580.0,4097000.0,70519996.6430664,-1820000.05245209,13569999.6948242,340000.00357627904,4250000.0,118249995.6618994,2.73641348,3.5,3.364208280033892,67.12060332598384,3790878860.0,13.697570964899125,1.0,1.01441556484772,617.1964286,18.01635106401558,61.0,8.46549271291056,97.2109484001743,0.15341,370.53265,61.3521777965944,7.29,3.9278,2364743861.0,0.0626552201103583,5457714932026.723,6019000.0
Kenya,KEN,2010,6.354042941982641,23.571,4.382382140956627,58.2,76.4982986450195,7.2,0.872164277085422,0.0,0.0540075692491372,38.01734748709567,1.8919678976033367,20.1243596478793,30.26992770240408,50.394287350283385,2.93971035981503,0.0757146742574118,45405587556.73127,2607.144509315648,39852460837.12383,8.0,6.7,5.0,8.9,12.8,57647.0,1609000.0,562000000.0,36720001.220703095,79819999.6948242,105230003.356934,13369999.8855591,1258450000.4127617,6.11675262,24.2,,36.49011273006322,1577871.26630206,0.3007326742529339,55.2,1.55513786793997,389.4072717,31.848216878444973,55.0,7.98276073550417,100.0,0.78577,221.38592,8.79606703486473,1.4,0.1696,117835302.0,,952036730945.822,
Kiribati,KIR,2010,1.4567901234567904,47.39,3.7599199021885568,89.545115585384,48.486400604248,9.07,0.732731196793318,0.0,0.0,49.32089633332056,0.0,12.257751588557166,78.56171192600935,90.81946351456652,0.0623381357768046,0.0,156120439.25483122,1716.0146788360237,228607138.94296184,,6.8,4.7,8.1,10.0,147.0,,,3470000.02861023,100000.001490116,59999.9986588955,,22039999.891072527,9.20724678,5.6,,28.22029783503894,59726.5820396663,0.485767026134266,47.1,,184.8022856,,,5.38112290521783,100.0,,,,1.4,0.3984,,0.0644122383252818,16726567.068519378,
Korea  Dem. People's Rep.,PRK,2010,51.84278714392493,60.377,0.7939623558419366,28.0,13.4671001434326,0.0,,,,,,,,,,,,,,11.0,3.3,2.7,5.3,6.7,7949.0,,5429999.82833862,,2539999.96185303,409999.99642372096,2480000.01907349,42770000.77255074,,42.6,,,,2.1027470137081834,,,209.371293,,,,100.0,,,,14.3,,,,,
Korea  Rep.,KOR,2010,65.70987654320987,81.936,0.6215669831447053,100.0,1.31500005722046,83.7,1.41211178040544,0.005997460671261,0.0008737486577475,77.93215144072573,0.0068712093290085,47.10373691074142,44.29585958443419,91.3995964951756,0.0157302847873259,0.0047894530668816,1144066965324.494,31736.62843709254,1145775958189.0576,9.0,0.6,0.6,1.5,2.2,1605.0,8798000.0,,,,,,,5.91734409,2.5,4.053633225752544,46.4595574769272,28221600000.0,11.588543852829003,14.7,2.46271920274076,264.9609611,95.44121918512865,1781.0,6.95979785009228,100.0,3.31578,5330.8012,265.375150216093,8.74,1.9839,132075425101.0,1.66258092201624,516236623429322.9,12488000.0
Kosovo,XKX,2010,,,,100.0,20.9253997802734,,4.05994183436979,0.230309364138889,0.247115208455235,,,21.66916811999037,60.50831185391182,82.1774799739022,0.0,0.417692625186917,5344014317.9106455,7230.205129673535,5432869282.778735,,,,,,,,8630000.11444092,1080000.04291534,30579999.9237061,9489999.77111816,24239999.7711182,471210005.7806823,,,,47.8230117650149,50098214.7574495,,28.7,0.661708666801455,,,,7.42087016153707,,,,31.165926346496,,,,0.799311160063089,866417747.2182181,
Kuwait,KWT,2010,0.3507295173961841,100.0,5.879732353968962,100.0,0.0,61.4,2.04907896069307,9.70100420589837,0.0,80.27506650704976,9.70134937654559,66.6733173716414,30.35442211419865,97.02773948584006,0.0004237980490277,0.0,115419399860.43263,73965.97060640945,124840195394.27773,9.0,1.1,1.2,2.5,2.4,516.0,5208000.0,,,,,,,2.67879915,2.5,20.09949614435317,25.988504981160894,5889844536.31576,26.154088861733943,1.3,3.7561481418781,316.8186111,,,5.95657324134681,100.0,0.1014,136.03469,50.1467619861426,2.0,2.4296,127947716.0,0.396425821220446,22055000000.0,
Kyrgyz Republic,KGZ,2010,6.41126173096976,35.306,1.255195820818249,99.14,25.5905990600586,16.3,4.05945549572654,0.100269131668288,7.18007243792816,103.85123957828972,7.280341569596448,51.554322675617705,81.67852781671495,133.23285049233263,0.0179756670652855,9.17570825743267,4794357795.071392,3085.651935492345,4489257795.724072,9.0,1.6,1.7,3.1,5.1,3693.0,1224000.0,57290000.9155273,23159999.8474121,25250000.0,7309999.94277954,6320000.17166138,185460000.9974092,6.95027208,8.3,7.360353601724132,25.44334508155046,17615900.0,1.1655867398447108,3.7,1.6110185266278,577.4592367,,,7.58383073421345,100.0,0.15547,,7.33148387924522,4.76,2.3394,2970808.0,0.813107118815803,113609900000.0,1342000.0
Lao PDR,LAO,2010,73.39904679376083,30.064,3.600659454971214,97.1567306518555,64.8538970947266,7.0,1.34396490328071,0.140380316693989,5.91659185141541,53.36680881936226,6.056972168109398,35.384026038175584,49.33631185354398,84.72033789171955,3.96787534646958,10.4527878662795,7131773632.713686,3822.625306966789,6679604405.814765,5.0,8.4,6.5,8.8,9.4,8615.0,2513000.0,12819999.6948242,121449996.948242,24799999.237060502,59999.9986588955,2619999.88555908,302119996.5421107,2.91155243,16.0,9.25309564346519,9.573891700405849,33454971.3,0.4608613498628938,13.3,0.204567128983702,384.9256464,,,3.00056298404235,100.0,,,8.7099418196025,0.7,,19433467.0,0.0398128528714686,23005589003995.12,1686000.0
Latvia,LVA,2010,54.1793059125964,67.841,-2.041489813836226,100.0,33.0705986022949,68.42,0.955850619954188,0.0,0.0,88.590981503077,0.0,53.25837932151628,55.34640131181039,108.60478063332664,1.22213682230868,0.0,23956163076.55748,17706.89451235804,24196593794.65126,11.0,1.2,1.1,2.7,4.4,145.0,5042000.0,,,,,,,6.11952686,2.5,,34.409351783273586,102825172.871573,4.061872036728476,1.5,1.0875152363104,365.1642342,,,5.00247575445667,99.5500346799215,0.60979,1838.72373,75.5261022870924,5.68,3.0757,430707595.0,8.37463284435557,10852620466.092651,3332000.0
Lebanon,LBN,2010,13.42619745845552,87.334,3.036500890293986,99.9631271362305,5.69729995727539,43.68,1.50875792909637,0.0,0.0,61.07859946223366,0.0,35.023122865590324,60.07353007460888,95.0966529401992,0.0018807991655693,0.0,38443907042.30023,14961.73492535701,37935417042.30023,9.0,1.2,1.2,2.7,3.2,733.0,2168000.0,83800003.0517578,3150000.09536743,28049999.237060502,3960000.03814697,9260000.22888184,316790002.1057576,7.43862009,10.2,16.107616527134713,40.69478043150337,486650612.594968,4.21557242143449,75.3,4.12655312377024,296.3081862,33.02825070830853,10.0,3.78265579089003,100.0,,,34.9720862877035,3.45,2.3385,605177111.0,,20297367122620.4,
Lesotho,LSO,2010,1.137022397891963,24.798,2.330616995563581,54.44,52.975399017334,3.86,2.16758329868847,0.0,0.0,142.20944782697464,2.87112691480557,41.13816137436796,107.97725617121984,149.1154175455878,3.87327259190371,0.0,2234731973.55119,2153.154994076157,2872100453.5643053,7.0,6.0,5.1,12.7,25.7,4091.0,426000.0,57229999.5422363,8840000.15258789,4969999.79019165,4820000.17166138,1100000.02384186,168100000.56959683,8.41961861,11.6,11.50858099835192,21.19174504758987,0.0,1.0823947984916626,26.0,2.84838522538957,284.2169391,,,11.6713184773614,100.0,,,7.08033252935644,,0.0692,,1.4263217732165,7536763519.341028,
Liberia,LBR,2010,82.22632890365448,47.813,4.362804093468276,9.7115535736084,88.6390991210938,2.3,1.20880989613826,0.0,0.332974074377841,46.64664664664664,3.735274725801601,,,,17.951093799183,0.413568041078707,1998000000.0,1022.0564840960528,1818599900.0,6.0,11.3,8.8,13.9,17.5,10084.0,,127150001.525879,134309997.55859402,50139999.3896484,25579999.9237061,22840000.1525879,789879989.5811832,8.94644737,34.6,,82.6919413300245,1518470884.0,0.187595227063464,88.3,0.76909127537901,106.257485,,,27.1255432124813,100.0,,,1.48867322675335,0.8,0.0231,,,,
